"ID","Source","Subject","Question (truncated)","Quality Score","Grade","Verdict","Issues","Fixes"
"1517","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে নৈতিক মূল্যবোধ শক্তিশালী হলে সুশাসনের কোন উপাদানটি আপনাআপনি বৃদ্ধি পায়?","94","Good","CLEAN","0","0"
"1518","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন ও মূল্যবোধ উভয়টির চূড়ান্ত লক্ষ্য কী?","94","Good","CLEAN","0","0"
"1519","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাষ্ট্রীয় প্রশাসনে সুশাসন আনতে হলে আমলাদের মধ্যে কোন মূল্যবোধের চর্চা জরুরি?","94","Good","CLEAN","0","0"
"1520","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধ ও আইনের মধ্যে সম্পর্ক কী?","94","Good","CLEAN","0","0"
"1521","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের কোন উপাদানটি সরাসরি গণতান্ত্রিক মূল্যবোধের সাথে সম্পর্কিত?","94","Good","CLEAN","0","0"
"1522","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি দেশের সুশাসন ব্যবস্থা দুর্বল হয়ে পড়ে কখন?","94","Good","CLEAN","0","0"
"1523","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নিচের কোনটি রাজনৈতিক মূল্যবোধ ও সুশাসনের অভিন্ন উপাদান?","94","Good","CLEAN","0","0"
"1524","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন প্রতিষ্ঠায় সরকার ও জনগণের মধ্যে সেতুবন্ধন হিসেবে কাজ করে কোনটি?","94","Good","CLEAN","0","0"
"1525","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধ কীভাবে সুশাসনে সহায়তা করে?","94","Good","CLEAN","0","0"
"1526","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন ও মূল্যবোধের অভাবের সরাসরি ফলাফল কোনটি?","94","Good","CLEAN","0","0"
"1527","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন প্রতিষ্ঠায় ‘স্বচ্ছতা’ (Transparency) নিশ্চিত করতে কোন মূল্যবোধটি আবশ্যক?","94","Good","AUTO","0","1"
"1528","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নাগরিকের ‘আইন মান্য করার প্রবণতা’ কোন ধরনের মূল্যবোধ এবং এটি সুশাসনে কী ভূমিকা র","94","Good","AUTO","0","1"
"1529","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের শিক্ষা কোথা থেকে শুরু হলে সুশাসন প্রতিষ্ঠা সহজ হয়?","94","Good","CLEAN","0","0"
"1530","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের উপাদানগুলোর সফল প্রয়োগ মূলত কিসের ওপর নির্ভরশীল?","94","Good","CLEAN","0","0"
"1531","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","‘সাম্য ও অন্তর্ভুক্তি’ (Equity and Inclusiveness) সুশাসনের উপাদান। এটি কোন মূল্য","94","Good","AUTO","0","1"
"1532","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের রাজনৈতিক উপাদানগুলো কার্যকর হতে কোন মূল্যবোধের চর্চা অপরিহার্য?","94","Good","CLEAN","0","0"
"1533","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নিচের কোনটি সুশাসনের অন্তরায় এবং মূল্যবোধের অবক্ষয়ের লক্ষণ?","94","Good","CLEAN","0","0"
"1534","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের সাথে সুশাসনের সম্পর্ককে কীভাবে বর্ণনা করা যায়?","94","Good","CLEAN","0","0"
"1535","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন একটি আধুনিক ধারণা হলেও এর মূলে রয়েছে প্রাচীনকালের কোন বিষয়টি?","94","Good","CLEAN","0","0"
"1536","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","গণতান্ত্রিক মূল্যবোধের অভাব ঘটলে সুশাসনের কোন উপাদানটি সবচেয়ে বেশি ক্ষতিগ্রস্ত ","94","Good","CLEAN","0","0"
"1537","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'দায়িত্ববোধ' (Sense of responsibility) কোন ধরনের মূল্যবোধ এবং এটি সুশাসনে কীভাব","94","Good","CLEAN","0","0"
"1538","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে ‘সহমর্মিতা’ (Empathy) নামক মূল্যবোধটি বিরাজ করলে সুশাসনের কোন দিকটি শক্তিশ","94","Good","AUTO","0","1"
"1539","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে ঐকমত্য (Consensus) প্রতিষ্ঠায় কোন মূল্যবোধটি সহায়ক?","94","Good","CLEAN","0","0"
"1540","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকার ও প্রশাসনের কার্যক্রমে 'স্বচ্ছতা' না থাকলে সমাজে কোন মূল্যবোধের অবক্ষয় ঘট","94","Good","CLEAN","0","0"
"1541","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধহীন শিক্ষা সুশাসনের জন্য কেন হুমকিস্বরূপ?","94","Good","CLEAN","0","0"
"1542","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","জবাবদিহিতা সুশাসনের একটি গুরুত্বপূর্ণ শর্ত। এর সাথে কোন মূল্যবোধটি সরাসরি যুক্ত?","94","Good","CLEAN","0","0"
"1543","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাষ্ট্রের সম্পদ সুষম বণ্টন সুশাসনের একটি অংশ। এর পেছনে কোন অর্থনৈতিক মূল্যবোধ কা","94","Good","CLEAN","0","0"
"1544","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের অবক্ষয় রোধে এবং সুশাসন প্রতিষ্ঠায় কার ভূমিকা সবচেয়ে বেশি?","94","Good","CLEAN","0","0"
"1545","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে স্বাধীন গণমাধ্যমের ভূমিকা ব্যাপক। এটি নাগরিকের কোন মূল্যবোধকে জাগ্রত করে","94","Good","CLEAN","0","0"
"1546","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'দুর্নীতি' সুশাসনের প্রধান শত্রু। দুর্নীতি প্রতিরোধে আইনি ব্যবস্থার পাশাপাশি আর ","94","Good","CLEAN","0","0"
"1547","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অন্যতম শর্ত হলো 'সংখ্যালঘুদের অধিকার রক্ষা'। এটি কোন মূল্যবোধের পরিচায়","94","Good","CLEAN","0","0"
"1548","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নাগরিকের ‘দেশপ্রেম’ সুশাসন প্রতিষ্ঠায় কীভাবে সাহায্য করে?","94","Good","AUTO","0","1"
"1549","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে ‘ক্ষমতার বিকেন্দ্রীকরণ’ (Decentralization) কোন মূল্যবোধকে উৎসাহিত করে?","94","Good","AUTO","0","1"
"1550","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","বিচার বিভাগের স্বাধীনতা সুশাসনের অন্যতম ভিত্তি। এটি কোন মূল্যবোধ রক্ষায় কাজ করে","94","Good","CLEAN","0","0"
"1551","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'লাল ফিতার দৌরাত্ম্য' (Red Tapism) বা আমলাতান্ত্রিক দীর্ঘসূত্রতা সুশাসনের পথে বা","94","Good","CLEAN","0","0"
"1552","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'প্রতিক্রিয়াশীলতা' (Responsiveness) বলতে দ্রুত সেবা প্রদান বোঝায়। এটি ","94","Good","CLEAN","0","0"
"1553","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাষ্ট্রে সুশাসন না থাকলে সমাজের মূল্যবোধের কী পরিণতি হয়?","94","Good","CLEAN","0","0"
"1554","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি সমাজে ‘শিষ্টাচার’ (Etiquette) ও ‘ভদ্রতা’ সুশাসনে কীভাবে ভূমিকা রাখে?","94","Good","AUTO","0","1"
"1555","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের 'কার্যকারিতা ও দক্ষতা' (Effectiveness and Efficiency) উপাদানের সাথে কোন","94","Good","CLEAN","0","0"
"1556","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","আইনের শাসন প্রতিষ্ঠায় নাগরিকের নৈতিক দায়িত্ব কোনটি?","94","Good","CLEAN","0","0"
"1557","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","""জোর যার মুল্লুক তার""— এই নীতি সমাজে প্রতিষ্ঠিত হলে সুশাসনের কী অবস্থা হয়?","94","Good","AUTO","0","1"
"1558","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'মানবাধিকার' (Human Rights) রক্ষার বিষয়টি কোন ধরনের মূল্যবোধের চূড়ান্ত","94","Good","CLEAN","0","0"
"1559","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","তথ্য অধিকার আইন (RTI) পাস হওয়ার ফলে সুশাসন ও মূল্যবোধের কোন দিকটি বিকশিত হয়েছে","94","Good","CLEAN","0","0"
"1560","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের অবক্ষয়জনিত অপরাধ (যেমন- ইভটিজিং, কিশোর গ্যাং) রোধে সুশাসনের কোন হাতি","94","Good","CLEAN","0","0"
"1561","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশীল সমাজের (Civil Society) প্রধান নৈতিক দায়িত্ব কী, যা সুশাসনকে ত্বরান্বিত কর","94","Good","CLEAN","0","0"
"1562","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'শ্রমের মর্যাদা' (Dignity of labour) সুশাসন প্রতিষ্ঠায় কীভাবে সাহায্য করে?","94","Good","CLEAN","0","0"
"1563","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","‘নেতৃত্বের সততা’ সুশাসনের জন্য কেন সবচেয়ে বেশি গুরুত্বপূর্ণ?","94","Good","AUTO","0","1"
"1564","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধ শিক্ষা সুশাসনের কোন উপাদানটিকে সবচেয়ে বেশি দীর্ঘস্থায়ী করে?","94","Good","CLEAN","0","0"
"1565","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে ‘জনগণের অংশগ্রহণ’ (Participation) নিশ্চিত করতে নাগরিকের কোন রাজনৈতিক মূল","94","Good","AUTO","0","1"
"1566","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নিচের কোনটি সুশাসনের বৈশিষ্ট্য, যা সরাসরি নৈতিক মূল্যবোধ থেকে উৎসারিত?","94","Good","CLEAN","0","0"
"1567","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","‘সহনশীলতা’ (Tolerance) মূল্যবোধটি সুশাসনে কীভাবে কাজ করে?","94","Good","AUTO","0","1"
"1568","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন প্রতিষ্ঠায় 'ন্যায়পাল' (Ombudsman) ব্যবস্থার মূল কাজ কী এবং এটি কোন মূল্","94","Good","CLEAN","0","0"
"1569","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সামাজিক যোগাযোগ মাধ্যমে গুজব না ছড়ানো একজন নাগরিকের কোন ধরনের মূল্যবোধ এবং এটি ","94","Good","CLEAN","0","0"
"1570","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'ঐকমত্যমুখী' (Consensus oriented) দৃষ্টিভঙ্গির মূলে কোন নৈতিক গুণটি কাজ ","94","Good","CLEAN","0","0"
"1571","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ই-গভর্ন্যান্স' বা ডিজিটাল প্রশাসন সুশাসন ও মূল্যবোধের সম্পর্কে কী পরিবর্তন এনেছ","94","Good","CLEAN","0","0"
"1572","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের অবক্ষয় ঘটলে রাষ্ট্রীয় প্রতিষ্ঠানগুলোর ওপর এর কী প্রভাব পড়ে?","94","Good","CLEAN","0","0"
"1573","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","""সবার উপরে মানুষ সত্য, তাহার উপরে নাই""— এটি কোন ধরনের মূল্যবোধ এবং সুশাসনে এর ভূ","94","Good","AUTO","0","1"
"1574","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'সংবিধানের প্রতি আনুগত্য' নাগরিকের কোন মূল্যবোধ?","94","Good","CLEAN","0","0"
"1575","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","প্রশাসনে 'মেধাতন্ত্র' (Meritocracy) প্রতিষ্ঠা করা সুশাসনের কোন উপাদানের সাথে সম্","94","Good","CLEAN","0","0"
"1576","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ব্যক্তিগত সততা' (Personal Integrity) ছাড়া সুশাসনের 'স্বচ্ছতা' উপাদানটি কেন অকা","94","Good","CLEAN","0","0"
"1577","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাষ্ট্রীয়ভাবে 'দুর্নীতি দমন কমিশন' (ACC) গঠন করা সুশাসনের কোন উপাদানের অংশ এবং ","94","Good","CLEAN","0","0"
"1578","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নির্বাচনে 'কালো টাকার প্রভাব' সুশাসন ও মূল্যবোধের ওপর কী প্রভাব ফেলে?","94","Good","CLEAN","0","0"
"1579","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'পরিবেশ সংরক্ষণ' (Environmental Protection) একটি গুরুত্বপূর্ণ দিক। এটি ন","94","Good","CLEAN","0","0"
"1580","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধ চর্চার অভাবে সৃষ্ট 'কিশোর অপরাধ' সুশাসনের কোন দিকটিকে সবচেয়ে বেশি ব্যা","94","Good","CLEAN","0","0"
"1581","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'আইনের শাসন' এবং 'নৈতিকতা'র মধ্যে একটি মৌলিক পার্থক্য থাকা সত্ত্বেও তারা","94","Good","CLEAN","0","0"
"1582","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নাগরিকের 'ট্যাক্স বা কর ফাঁকি দেওয়ার প্রবণতা' সুশাসনে কী ধরনের প্রভাব ফেলে?","94","Good","CLEAN","0","0"
"1583","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'উদারতা' (Open-mindedness) নামক মূল্যবোধ সুশাসনের কোন উপাদানটি বিকাশে সাহায্য কর","94","Good","CLEAN","0","0"
"1584","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন ও মূল্যবোধের প্রেক্ষাপটে 'ন্যায়বিচার' (Justice) বলতে কী বোঝায়?","94","Good","CLEAN","0","0"
"1585","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","প্রশাসকদের মধ্যে 'জবাবদিহিতার অভাব' সমাজে কোন নেতিবাচক মূল্যবোধের জন্ম দেয়?","94","Good","CLEAN","0","0"
"1586","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'জাতীয় স্বার্থকে ব্যক্তিগত স্বার্থের ঊর্ধ্বে স্থান দেওয়া'— এটি সুশাসন প্রতিষ্ঠ","94","Good","AUTO","0","1"
"1587","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'আইনের শাসন' নিশ্চিত করতে আইন প্রয়োগকারী সংস্থার (যেমন- পুলিশ) সদস্যদের","94","Good","CLEAN","0","0"
"1588","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'নারীর প্রতি সম্মান ও মর্যাদা' প্রদান করা সুশাসনের কোন উপাদানকে শক্তিশালী ","94","Good","CLEAN","0","0"
"1589","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধ ও সুশাসন পরস্পরের পরিপূরক— এই ধারণার সবচেয়ে বড় প্রমাণ কোনটি?","94","Good","AUTO","0","1"
"1590","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'নাগরিক সচেতনতা' সুশাসনে জবাবদিহিতা নিশ্চিত করে। এই সচেতনতা মূলত কিসের ফসল?","94","Good","CLEAN","0","0"
"1591","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি চাকরিতে 'মেধা ও যোগ্যতার' পরিবর্তে 'ঘুষ' এর মাধ্যমে নিয়োগ হলে সুশাসনের ও","94","Good","CLEAN","0","0"
"1592","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'স্থানীয় সরকার' (Local Government) শক্তিশালী করা কোন মূল্যবোধকে ধারণ কর","94","Good","CLEAN","0","0"
"1593","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'বৃদ্ধ ও অসহায়দের প্রতি দায়িত্ববোধ' সুশাসনের কোন লক্ষ্যের সাথে সামঞ্জস্য","94","Good","CLEAN","0","0"
"1594","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'তথ্য উন্মুক্তকরণ' (Open Data) নীতি প্রশাসনের কোন নৈতিকতাকে তুলে ধরে?","94","Good","CLEAN","0","0"
"1595","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাজনৈতিক দলগুলোর মধ্যে 'নির্বাচনি আচরণবিধি' মেনে চলার প্রবণতা সুশাসনের কোন দিকটি","94","Good","CLEAN","0","0"
"1596","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'সহমর্মিতা' (Empathy) ও 'সহানুভূতি' (Sympathy)-এর মধ্যে কোনটি সুশাসনে বেশি কার্য","94","Good","CLEAN","0","0"
"1597","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন প্রতিষ্ঠায় 'রাষ্ট্রীয় ক্ষমতার অপব্যবহার' রোধে কোন নৈতিক গুণটি সবচেয়ে ব","94","Good","CLEAN","0","0"
"1598","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'পাবলিক সার্ভিস' বা সরকারি সেবাকে 'চাকরি' না ভেবে 'সেবা' হিসেবে গ্রহণ করা কোন ধর","94","Good","CLEAN","0","0"
"1599","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধ ও সুশাসনের অভাব একটি দেশের আন্তর্জাতিক ভাবমূর্তিতে কী প্রভাব ফেলে?","94","Good","CLEAN","0","0"
"1600","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ভোক্তা অধিকার সংরক্ষণ' আইন বাস্তবায়ন সুশাসন ও মূল্যবোধের কোন দিকটিকে তুলে ধরে?","94","Good","CLEAN","0","0"
"1601","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে পরশ্রীকাতরতা ও হিংসার মতো নেতিবাচক মূল্যবোধ বৃদ্ধি পেলে সুশাসনের কোন উপাদা","94","Good","CLEAN","0","0"
"1602","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","""Justice delayed is justice denied"" (বিচারিক দীর্ঘসূত্রতা ন্যায়বিচারকে অস্বীকার","94","Good","AUTO","0","1"
"1603","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'স্বচ্ছতা' (Transparency) বলতে কেবল তথ্য প্রকাশ নয়, বরং আর কী বোঝায়?","94","Good","CLEAN","0","0"
"1604","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নাগরিকের 'কর্তব্যনিষ্ঠা' (Devotion to duty) সুশাসনের চাকাকে কীভাবে সচল রাখে?","94","Good","CLEAN","0","0"
"1605","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'সংখ্যালঘুদের নিরাপত্তা' নিশ্চিত করা কোন ধরনের মূল্যবোধের চূড়ান্ত পরীক্","94","Good","CLEAN","0","0"
"1606","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","""Power corrupts and absolute power corrupts absolutely"" – এই নৈতিক স্খলন রোধে সু","94","Good","AUTO","0","1"
"1607","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের অবক্ষয় রোধে 'সাংস্কৃতিক কর্মকাণ্ড' কীভাবে সুশাসনে সাহায্য করে?","94","Good","CLEAN","0","0"
"1608","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'বৈধতা' (Legitimacy) উপাদানের সাথে কোন রাজনৈতিক মূল্যবোধ জড়িত?","94","Good","CLEAN","0","0"
"1609","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'অ্যাডভোকেসি' বা জনসচেতনতা মূলক প্রচারণার মাধ্যমে সুশীল সমাজ মূলত কী করতে চায়?","94","Good","CLEAN","0","0"
"1610","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","পরিশেষে, একটি রাষ্ট্রে টেকসই সুশাসন (Sustainable Good Governance) প্রতিষ্ঠার জন্","94","Good","CLEAN","0","0"
"1611","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","গভীর রাতে ফাঁকা রাস্তায় ট্রাফিক সিগন্যালে লাল বাতি দেখে একজন চালক গাড়ি থামিয়ে","94","Good","CLEAN","0","0"
"1612","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাস্তায় কুড়িয়ে পাওয়া একটি মানিব্যাগ এক ব্যক্তি প্রকৃত মালিককে ফেরত দিলেন। এর","94","Good","CLEAN","0","0"
"1613","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সাধারণ মানুষের দৃষ্টিতে সুশাসন বলতে মূলত কী বোঝায়?","94","Good","CLEAN","0","0"
"1614","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একজন সরকারি কর্মকর্তা তার নিজ আত্মীয়কে যোগ্যতা না থাকা সত্ত্বেও চাকরি দিলেন। এট","94","Good","CLEAN","0","0"
"1615","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি সমাজে মূল্যবোধের অবক্ষয় হয়েছে তা সবচেয়ে ভালোভাবে বোঝা যায় কোন লক্ষণটি দ","94","Good","CLEAN","0","0"
"1616","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একজন নাগরিক নিয়মিত কর বা ট্যাক্স প্রদান করেন। এটি তার কোন ধরনের মূল্যবোধ?","94","Good","CLEAN","0","0"
"1617","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি হাসপাতালে বিনামূল্যে ঔষধ বিতরণে স্বচ্ছতা নিশ্চিত করতে হলে সবচেয়ে কার্যকর","94","Good","CLEAN","0","0"
"1618","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","আপনার এলাকার জনপ্রতিনিধি এলাকার উন্নয়নের জন্য একটি কমিটি গঠন করলেন যেখানে সমাজে","94","Good","CLEAN","0","0"
"1619","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","ভিন্ন ধর্ম, বর্ণ বা রাজনৈতিক মতাদর্শের মানুষের সাথে শান্তিপূর্ণভাবে বসবাস করার জ","94","Good","CLEAN","0","0"
"1620","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একজন বিচারক তার নিজের সন্তানের বিরুদ্ধে আসা একটি মামলার বিচার করতে অস্বীকৃতি জান","94","Good","CLEAN","0","0"
"1621","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন প্রতিষ্ঠায় 'ই-টেন্ডারিং' (E-Tendering) পদ্ধতি চালুর মূল উদ্দেশ্য কী?","94","Good","CLEAN","0","0"
"1622","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি দেশের সংবিধানে 'মৌলিক অধিকার' সন্নিবেশিত থাকলে সাধারণ মানুষের দৃষ্টিতে সেটি","94","Good","CLEAN","0","0"
"1623","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের শিক্ষা একজন মানুষকে মূলত কী শেখায়?","94","Good","CLEAN","0","0"
"1624","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি অফিসে কাজের গতি বাড়াতে এবং হয়রানি কমাতে 'সিটিজেনস চার্টার' (Citizen's C","94","Good","CLEAN","0","0"
"1625","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে প্রবীণদের বা বৃদ্ধদের প্রতি সম্মান প্রদর্শন করা কোন ধরনের মূল্যবোধের অন্তর","94","Good","CLEAN","0","0"
"1626","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একজন শিক্ষার্থী পরীক্ষায় অসদুপায় অবলম্বন করার সুযোগ থাকা সত্ত্বেও তা করল না। এ","94","Good","CLEAN","0","0"
"1627","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন প্রতিষ্ঠায় স্বাধীন গণমাধ্যমের সবচেয়ে বড় ভূমিকা কোনটি?","94","Good","CLEAN","0","0"
"1628","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","কর্মক্ষেত্রে একজন কর্মকর্তা প্রতিদিন সঠিক সময়ে অফিসে উপস্থিত হন। এটি তার কোন মূ","94","Good","CLEAN","0","0"
"1629","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","প্রাকৃতিক দুর্যোগের সময় এলাকার যুবকরা স্বেচ্ছায় ত্রাণ বিতরণে এগিয়ে এলো। এটি ত","94","Good","CLEAN","0","0"
"1630","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'তথ্য অধিকার আইন' সাধারণ মানুষের ক্ষমতায়নে কীভাবে কাজ করে?","94","Good","CLEAN","0","0"
"1631","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'লাল ফিতার দৌরাত্ম্য' (Red Tapism) একটি নেতিবাচক শব্দ। এর অর্থ কী?","94","Good","CLEAN","0","0"
"1632","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","পরিবেশ দূষণ রোধে কারখানা মালিক বর্জ্য শোধনাগার (ETP) ব্যবহার করছেন। এটি তার কোন ","94","Good","CLEAN","0","0"
"1633","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","আপনি একটি লাইনে দাঁড়িয়ে সেবার জন্য অপেক্ষা করছেন, এমন সময় একজন ব্যক্তি লাইন ভ","94","Good","CLEAN","0","0"
"1634","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","প্রশাসনে 'জবাবদিহিতা' (Accountability) না থাকলে নিচের কোন পরিস্থিতির সৃষ্টি হয়?","94","Good","CLEAN","0","0"
